,age,fee_cleaned,Potential,Value(MGBP),Wage(kGBP),International Reputation,Weak Foot,Skill Moves,year of contact,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Overall Rating
78,22,25.2,86.0,15,40.0,2.0,3.0,3.0,5.0,69.0,38.0,81.0,77.0,39.0,75.0,46.0,32.0,78.0,76.0,78.0,77.0,75.0,78.0,69.0,43.0,84.0,76.0,78.0,24.0,76.0,77.0,58.0,69.0,41.0,81.0,80.0,78.0,12.0,7.0,7.0,7.0,8.0,78.0
79,26,18.0,83.0,21.5,60.0,2.0,4.0,3.0,4.0,67.0,72.0,83.0,79.0,66.0,73.0,71.0,68.0,79.0,77.0,76.0,78.0,73.0,81.0,74.0,78.0,91.0,90.0,78.0,74.0,84.0,85.0,75.0,77.0,60.0,81.0,83.0,86.0,8.0,12.0,11.0,14.0,15.0,82.0
80,29,18.0,85.0,30,80.0,3.0,4.0,4.0,4.0,69.0,71.0,81.0,89.0,77.0,78.0,69.0,68.0,84.0,84.0,67.0,73.0,77.0,85.0,67.0,78.0,76.0,86.0,82.0,77.0,81.0,80.0,75.0,80.0,83.0,92.0,80.0,85.0,5.0,7.0,7.0,10.0,7.0,83.0
81,23,4.5,81.0,11.5,40.0,2.0,4.0,3.0,5.0,75.0,74.0,64.0,74.0,62.0,77.0,69.0,71.0,62.0,77.0,83.0,84.0,68.0,75.0,66.0,75.0,55.0,86.0,72.0,67.0,73.0,66.0,74.0,74.0,52.0,70.0,60.0,58.0,12.0,15.0,7.0,16.0,8.0,76.0
82,28,18.0,80.0,15,90.0,3.0,2.0,4.0,4.0,80.0,77.0,69.0,78.0,74.0,86.0,83.0,75.0,74.0,83.0,69.0,76.0,73.0,82.0,67.0,83.0,61.0,60.0,76.0,83.0,76.0,54.0,79.0,78.0,85.0,74.0,35.0,30.0,9.0,5.0,6.0,5.0,14.0,80.0
83,30,14.4,84.0,23,140.0,3.0,2.0,2.0,3.0,47.0,44.0,85.0,65.0,46.0,58.0,29.0,35.0,54.0,60.0,67.0,76.0,60.0,81.0,64.0,77.0,86.0,72.0,87.0,48.0,88.0,76.0,49.0,45.0,24.0,82.0,86.0,86.0,6.0,8.0,5.0,12.0,5.0,82.0
84,31,4.5,76.0,6.5,30.0,2.0,4.0,3.0,3.0,76.0,66.0,47.0,79.0,66.0,76.0,79.0,73.0,76.0,77.0,70.0,65.0,80.0,77.0,78.0,75.0,73.0,69.0,65.0,73.0,64.0,75.0,73.0,78.0,58.0,78.0,65.0,68.0,14.0,8.0,13.0,10.0,15.0,75.0
85,18,16.65,86.0,4.7,15.0,1.0,2.0,4.0,5.0,63.0,58.0,45.0,68.0,57.0,75.0,71.0,54.0,65.0,74.0,83.0,79.0,79.0,64.0,85.0,64.0,70.0,71.0,74.0,64.0,45.0,41.0,62.0,66.0,58.0,70.0,37.0,31.0,13.0,13.0,10.0,15.0,12.0,70.0
86,24,10.8,82.0,10,40.0,2.0,4.0,4.0,5.0,78.0,63.0,65.0,77.0,59.0,85.0,69.0,52.0,68.0,83.0,85.0,78.0,85.0,78.0,78.0,58.0,67.0,78.0,64.0,61.0,69.0,75.0,74.0,79.0,58.0,80.0,73.0,72.0,13.0,15.0,10.0,13.0,9.0,78.0
87,26,22.5,86.0,22.5,100.0,3.0,3.0,1.0,5.0,9.0,9.0,13.0,45.0,10.0,16.0,9.0,8.0,42.0,30.0,55.0,56.0,52.0,77.0,44.0,23.0,73.0,43.0,68.0,14.0,28.0,22.0,7.0,54.0,23.0,66.0,15.0,18.0,83.0,81.0,77.0,84.0,84.0,82.0
88,20,14.4,85.0,11,30.0,1.0,3.0,3.0,5.0,74.0,30.0,69.0,74.0,35.0,73.0,68.0,33.0,68.0,74.0,78.0,84.0,69.0,69.0,65.0,57.0,86.0,69.0,79.0,52.0,72.0,76.0,59.0,62.0,45.0,70.0,79.0,81.0,10.0,7.0,14.0,11.0,15.0,76.0
89,19,13.5,86.0,7.5,20.0,1.0,4.0,4.0,5.0,64.0,74.0,63.0,62.0,61.0,77.0,63.0,56.0,55.0,77.0,78.0,75.0,69.0,69.0,69.0,74.0,73.0,68.0,64.0,70.0,59.0,14.0,73.0,69.0,60.0,67.0,24.0,24.0,8.0,7.0,13.0,13.0,11.0,73.0
90,20,10.8,82.0,8,30.0,1.0,3.0,3.0,5.0,76.0,64.0,68.0,74.0,48.0,73.0,50.0,61.0,70.0,72.0,87.0,83.0,77.0,71.0,78.0,71.0,76.0,79.0,68.0,68.0,77.0,66.0,71.0,71.0,53.0,72.0,70.0,72.0,8.0,8.0,11.0,10.0,9.0,74.0
91,23,9.0,80.0,7.5,30.0,1.0,3.0,3.0,4.0,65.0,30.0,64.0,70.0,53.0,65.0,47.0,32.0,58.0,70.0,74.0,77.0,71.0,69.0,70.0,72.0,78.0,76.0,69.0,68.0,74.0,71.0,58.0,55.0,43.0,67.0,79.0,82.0,15.0,12.0,13.0,14.0,12.0,74.0
92,20,0.81,77.0,0.675,4.0,1.0,2.0,1.0,4.0,11.0,8.0,12.0,25.0,6.0,12.0,10.0,14.0,25.0,19.0,25.0,30.0,33.0,48.0,26.0,20.0,41.0,28.0,63.0,7.0,28.0,12.0,7.0,45.0,16.0,32.0,13.0,14.0,64.0,63.0,60.0,66.0,63.0,62.0
93,26,0.72,67.0,0.625,8.0,1.0,3.0,3.0,3.0,65.0,52.0,60.0,67.0,60.0,64.0,68.0,68.0,64.0,64.0,72.0,75.0,63.0,59.0,66.0,72.0,71.0,79.0,73.0,65.0,67.0,57.0,49.0,60.0,50.0,63.0,66.0,63.0,11.0,13.0,7.0,11.0,10.0,66.0
94,23,0.18,74.0,2.5,10.0,1.0,3.0,2.0,4.0,67.0,35.0,59.0,70.0,42.0,63.0,68.0,58.0,53.0,67.0,69.0,69.0,68.0,71.0,64.0,71.0,67.0,71.0,72.0,64.0,68.0,70.0,63.0,57.0,32.0,67.0,73.0,71.0,10.0,14.0,12.0,13.0,13.0,70.0
95,20,0.135,76.0,0.925,4.0,1.0,3.0,3.0,3.0,50.0,40.0,53.0,67.0,38.0,63.0,48.0,49.0,67.0,68.0,65.0,54.0,66.0,62.0,69.0,66.0,67.0,72.0,66.0,57.0,68.0,67.0,46.0,60.0,52.0,62.0,64.0,57.0,6.0,8.0,6.0,6.0,14.0,66.0
96,25,20.7,83.0,22,40.0,2.0,3.0,4.0,5.0,78.0,82.0,73.0,76.0,81.0,78.0,78.0,74.0,68.0,79.0,78.0,77.0,79.0,81.0,78.0,83.0,75.0,82.0,77.0,81.0,63.0,39.0,83.0,78.0,65.0,76.0,40.0,30.0,11.0,15.0,16.0,12.0,15.0,80.0
97,18,4.05,77.0,0.55,2.0,1.0,3.0,3.0,5.0,61.0,42.0,52.0,60.0,33.0,63.0,54.0,30.0,55.0,65.0,69.0,79.0,66.0,53.0,57.0,47.0,55.0,68.0,63.0,42.0,48.0,57.0,59.0,47.0,35.0,64.0,63.0,55.0,11.0,9.0,8.0,6.0,11.0,62.0
98,27,2.52,77.0,7.5,30.0,1.0,4.0,3.0,4.0,78.0,71.0,80.0,74.0,68.0,63.0,45.0,55.0,73.0,74.0,69.0,72.0,66.0,67.0,57.0,72.0,80.0,85.0,79.0,66.0,69.0,75.0,67.0,55.0,59.0,71.0,78.0,77.0,12.0,8.0,9.0,10.0,11.0,76.0
99,19,2.03,78.0,0.45,2.0,1.0,4.0,2.0,4.0,60.0,51.0,34.0,52.0,55.0,66.0,65.0,73.0,55.0,64.0,79.0,79.0,66.0,46.0,73.0,67.0,46.0,54.0,62.0,46.0,45.0,41.0,45.0,47.0,70.0,40.0,48.0,43.0,11.0,8.0,10.0,10.0,7.0,59.0
100,25,22.5,80.0,12.5,50.0,2.0,4.0,2.0,4.0,46.0,34.0,85.0,67.0,28.0,45.0,41.0,52.0,80.0,57.0,35.0,36.0,29.0,74.0,28.0,83.0,33.0,54.0,89.0,47.0,84.0,83.0,46.0,60.0,75.0,77.0,83.0,77.0,16.0,11.0,11.0,15.0,10.0,78.0
101,31,1.62,72.0,2.8,10.0,2.0,3.0,3.0,3.0,68.0,70.0,70.0,66.0,71.0,71.0,75.0,71.0,57.0,70.0,66.0,69.0,60.0,68.0,74.0,74.0,73.0,65.0,81.0,71.0,81.0,27.0,70.0,60.0,74.0,72.0,50.0,24.0,13.0,13.0,12.0,8.0,11.0,71.0
102,27,12.6,78.0,11,50.0,2.0,4.0,3.0,4.0,31.0,78.0,74.0,64.0,78.0,69.0,49.0,58.0,37.0,73.0,67.0,84.0,54.0,75.0,53.0,85.0,64.0,62.0,91.0,66.0,80.0,29.0,79.0,58.0,76.0,71.0,45.0,19.0,13.0,6.0,15.0,7.0,15.0,77.0
103,25,9.45,81.0,18,60.0,1.0,3.0,3.0,5.0,42.0,84.0,85.0,72.0,74.0,65.0,40.0,37.0,48.0,77.0,57.0,69.0,64.0,84.0,44.0,82.0,79.0,84.0,86.0,62.0,75.0,34.0,84.0,63.0,77.0,80.0,32.0,25.0,11.0,9.0,14.0,16.0,12.0,79.0
104,25,6.3,78.0,6,30.0,1.0,3.0,3.0,4.0,70.0,56.0,76.0,70.0,54.0,66.0,70.0,37.0,72.0,71.0,68.0,69.0,65.0,75.0,65.0,67.0,72.0,75.0,77.0,59.0,77.0,73.0,68.0,70.0,56.0,66.0,74.0,72.0,13.0,15.0,8.0,13.0,14.0,73.0
105,25,4.5,83.0,18,50.0,2.0,3.0,3.0,5.0,81.0,64.0,71.0,77.0,57.0,79.0,75.0,56.0,70.0,79.0,87.0,85.0,77.0,76.0,78.0,75.0,73.0,84.0,77.0,65.0,75.0,77.0,71.0,71.0,51.0,75.0,84.0,79.0,9.0,7.0,13.0,8.0,15.0,80.0
106,25,2.7,77.0,9,40.0,1.0,3.0,3.0,4.0,74.0,73.0,45.0,74.0,60.0,78.0,69.0,69.0,57.0,76.0,85.0,79.0,77.0,75.0,78.0,75.0,67.0,85.0,68.0,65.0,63.0,34.0,74.0,71.0,62.0,68.0,33.0,29.0,7.0,6.0,13.0,6.0,8.0,76.0
107,30,0.45,68.0,0.575,10.0,1.0,4.0,1.0,3.0,19.0,9.0,15.0,22.0,8.0,14.0,15.0,14.0,23.0,15.0,32.0,27.0,36.0,58.0,33.0,23.0,44.0,23.0,54.0,15.0,28.0,15.0,5.0,31.0,14.0,30.0,21.0,19.0,68.0,70.0,65.0,67.0,68.0,67.0
108,28,3.6,79.0,12.5,40.0,2.0,3.0,3.0,3.0,75.0,78.0,58.0,79.0,73.0,81.0,78.0,75.0,74.0,83.0,70.0,65.0,75.0,79.0,73.0,88.0,76.0,62.0,75.0,87.0,67.0,51.0,79.0,73.0,65.0,79.0,59.0,49.0,12.0,11.0,10.0,14.0,6.0,78.0
109,20,0.18,73.0,0.5,1.0,1.0,3.0,2.0,3.0,35.0,25.0,66.0,59.0,33.0,29.0,31.0,37.0,56.0,49.0,54.0,55.0,60.0,61.0,50.0,47.0,57.0,61.0,71.0,36.0,63.0,63.0,31.0,52.0,44.0,50.0,71.0,67.0,11.0,12.0,6.0,12.0,15.0,65.0
110,18,9.0,87.0,6,20.0,1.0,4.0,4.0,5.0,62.0,64.0,51.0,64.0,55.0,76.0,64.0,44.0,51.0,73.0,92.0,93.0,84.0,65.0,76.0,71.0,72.0,76.0,69.0,63.0,68.0,52.0,65.0,65.0,60.0,71.0,61.0,51.0,11.0,11.0,6.0,5.0,14.0,71.0
111,18,8.1,85.0,1.3,4.0,1.0,3.0,3.0,5.0,63.0,63.0,47.0,61.0,57.0,67.0,56.0,39.0,54.0,68.0,89.0,87.0,77.0,59.0,74.0,49.0,71.0,55.0,49.0,48.0,38.0,27.0,59.0,58.0,40.0,50.0,28.0,29.0,8.0,5.0,6.0,12.0,13.0,66.0
112,25,0.45,77.0,6,15.0,2.0,3.0,2.0,1.0,86.0,51.0,65.0,77.0,64.0,59.0,90.0,80.0,79.0,69.0,44.0,42.0,67.0,67.0,73.0,85.0,79.0,65.0,76.0,75.0,75.0,77.0,69.0,74.0,69.0,69.0,73.0,71.0,15.0,15.0,14.0,16.0,8.0,73.0
113,20,2.7,73.0,0.17,1.0,1.0,3.0,2.0,1.0,52.0,59.0,39.0,56.0,42.0,63.0,48.0,34.0,43.0,57.0,70.0,71.0,62.0,39.0,85.0,69.0,42.0,36.0,34.0,42.0,32.0,22.0,45.0,44.0,56.0,44.0,27.0,22.0,13.0,14.0,14.0,11.0,13.0,56.0
114,20,2.7,79.0,0.875,3.0,1.0,3.0,2.0,5.0,45.0,19.0,49.0,68.0,29.0,35.0,24.0,22.0,72.0,54.0,65.0,62.0,43.0,61.0,47.0,47.0,60.0,62.0,70.0,18.0,52.0,69.0,23.0,40.0,35.0,49.0,69.0,64.0,5.0,10.0,13.0,10.0,11.0,64.0
115,19,13.95,80.0,0.875,4.0,1.0,2.0,2.0,6.0,35.0,26.0,61.0,60.0,29.0,45.0,33.0,30.0,52.0,48.0,65.0,63.0,47.0,55.0,39.0,45.0,70.0,62.0,77.0,20.0,48.0,64.0,30.0,38.0,40.0,55.0,68.0,65.0,6.0,8.0,15.0,15.0,14.0,63.0
116,20,17.1,84.0,11.5,30.0,1.0,2.0,4.0,5.0,68.0,68.0,50.0,77.0,61.0,76.0,75.0,62.0,73.0,76.0,79.0,77.0,76.0,77.0,74.0,75.0,76.0,80.0,69.0,74.0,62.0,71.0,74.0,76.0,62.0,80.0,70.0,66.0,7.0,11.0,8.0,7.0,10.0,75.0
117,19,2.37,86.0,8.5,15.0,1.0,3.0,3.0,5.0,51.0,46.0,64.0,72.0,33.0,70.0,52.0,42.0,68.0,71.0,79.0,79.0,81.0,73.0,86.0,49.0,83.0,86.0,68.0,44.0,77.0,75.0,65.0,69.0,51.0,74.0,75.0,69.0,6.0,13.0,12.0,8.0,7.0,73.0
118,23,72.0,89.0,37.5,105.0,3.0,3.0,2.0,5.0,78.0,53.0,82.0,79.0,46.0,65.0,59.0,39.0,63.0,79.0,79.0,79.0,70.0,85.0,68.0,62.0,85.0,79.0,79.0,51.0,86.0,83.0,62.0,63.0,42.0,76.0,84.0,86.0,10.0,7.0,8.0,14.0,10.0,86.0
119,23,31.5,85.0,17.5,76.0,1.0,3.0,3.0,5.0,76.0,37.0,75.0,78.0,67.0,67.0,63.0,51.0,79.0,77.0,68.0,69.0,67.0,79.0,66.0,71.0,85.0,79.0,75.0,53.0,73.0,84.0,57.0,66.0,51.0,77.0,79.0,83.0,9.0,7.0,15.0,7.0,15.0,81.0
120,20,10.8,84.0,5.5,30.0,1.0,3.0,4.0,5.0,79.0,59.0,49.0,78.0,63.0,75.0,85.0,75.0,73.0,74.0,77.0,66.0,84.0,66.0,74.0,78.0,59.0,64.0,47.0,78.0,57.0,48.0,61.0,76.0,61.0,62.0,61.0,55.0,9.0,14.0,11.0,8.0,15.0,75.0
121,21,3.15,75.0,1.1,7.0,1.0,2.0,2.0,3.0,60.0,32.0,65.0,61.0,45.0,65.0,37.0,42.0,53.0,69.0,51.0,68.0,62.0,68.0,62.0,46.0,66.0,68.0,69.0,44.0,70.0,67.0,55.0,41.0,45.0,53.0,74.0,69.0,11.0,15.0,6.0,6.0,7.0,71.0
122,30,27.45,87.0,41,125.0,4.0,3.0,3.0,3.0,65.0,55.0,87.0,81.0,60.0,69.0,66.0,53.0,86.0,81.0,42.0,66.0,63.0,87.0,59.0,71.0,68.0,65.0,86.0,51.0,71.0,91.0,56.0,80.0,68.0,89.0,88.0,86.0,15.0,6.0,10.0,5.0,6.0,87.0
123,26,22.95,80.0,13,67.0,1.0,2.0,3.0,5.0,81.0,48.0,60.0,75.0,49.0,75.0,59.0,42.0,73.0,74.0,89.0,90.0,74.0,80.0,75.0,65.0,62.0,77.0,77.0,40.0,73.0,77.0,72.0,76.0,56.0,77.0,74.0,76.0,13.0,9.0,15.0,7.0,14.0,79.0
124,26,22.95,83.0,28,98.0,2.0,4.0,4.0,5.0,81.0,76.0,39.0,82.0,80.0,86.0,83.0,79.0,73.0,84.0,86.0,76.0,91.0,82.0,86.0,78.0,60.0,78.0,61.0,77.0,57.0,63.0,81.0,83.0,81.0,78.0,46.0,48.0,6.0,9.0,7.0,7.0,8.0,83.0
125,23,22.5,88.0,40.5,94.0,2.0,4.0,4.0,5.0,80.0,77.0,54.0,86.0,78.0,86.0,77.0,59.0,81.0,86.0,78.0,85.0,81.0,83.0,83.0,81.0,64.0,79.0,71.0,80.0,39.0,47.0,80.0,85.0,54.0,82.0,55.0,57.0,11.0,16.0,11.0,8.0,9.0,85.0
126,25,18.9,84.0,27.5,47.0,2.0,4.0,3.0,6.0,53.0,85.0,78.0,78.0,85.0,78.0,85.0,85.0,51.0,82.0,79.0,78.0,84.0,85.0,83.0,82.0,67.0,64.0,63.0,84.0,57.0,26.0,86.0,67.0,71.0,84.0,24.0,22.0,12.0,14.0,14.0,8.0,5.0,83.0
127,25,18.0,82.0,13.5,50.0,2.0,4.0,4.0,3.0,66.0,80.0,54.0,78.0,80.0,84.0,68.0,65.0,62.0,82.0,83.0,79.0,83.0,79.0,75.0,82.0,59.0,68.0,68.0,79.0,55.0,39.0,78.0,74.0,73.0,67.0,48.0,39.0,8.0,12.0,10.0,10.0,9.0,79.0
128,19,5.85,86.0,15,20.0,1.0,5.0,4.0,5.0,57.0,81.0,69.0,67.0,80.0,78.0,67.0,45.0,47.0,74.0,83.0,85.0,80.0,74.0,65.0,84.0,70.0,68.0,75.0,68.0,52.0,29.0,80.0,72.0,75.0,77.0,21.0,18.0,7.0,6.0,9.0,7.0,11.0,79.0
129,28,3.6,78.0,9,35.0,2.0,3.0,3.0,5.0,66.0,58.0,66.0,77.0,55.0,73.0,51.0,52.0,74.0,76.0,71.0,66.0,69.0,78.0,74.0,75.0,76.0,75.0,75.0,66.0,85.0,79.0,70.0,75.0,51.0,77.0,77.0,74.0,9.0,8.0,14.0,7.0,11.0,78.0
130,30,2.7,78.0,10,13.0,3.0,4.0,4.0,2.0,65.0,72.0,48.0,82.0,72.0,82.0,74.0,63.0,73.0,81.0,66.0,59.0,81.0,77.0,79.0,54.0,60.0,63.0,35.0,55.0,29.0,57.0,81.0,80.0,70.0,80.0,53.0,47.0,11.0,9.0,8.0,9.0,13.0,78.0
131,21,16.2,84.0,9,29.0,1.0,4.0,3.0,5.0,70.0,72.0,48.0,72.0,60.0,81.0,67.0,51.0,44.0,78.0,85.0,79.0,90.0,68.0,86.0,77.0,64.0,66.0,54.0,70.0,64.0,32.0,74.0,70.0,62.0,74.0,23.0,24.0,12.0,12.0,9.0,15.0,6.0,76.0
132,21,11.7,86.0,20.5,43.0,1.0,3.0,4.0,5.0,80.0,74.0,59.0,81.0,59.0,84.0,80.0,75.0,75.0,81.0,78.0,73.0,81.0,77.0,78.0,79.0,59.0,74.0,63.0,74.0,62.0,69.0,76.0,78.0,65.0,78.0,72.0,70.0,5.0,6.0,10.0,15.0,7.0,81.0
133,20,10.8,85.0,9.5,29.0,1.0,3.0,4.0,5.0,62.0,68.0,56.0,72.0,60.0,80.0,73.0,64.0,63.0,77.0,84.0,79.0,78.0,72.0,74.0,68.0,73.0,68.0,57.0,65.0,54.0,38.0,72.0,69.0,66.0,74.0,36.0,35.0,13.0,10.0,13.0,6.0,8.0,75.0
134,33,0.315,72.0,1.7,23.0,1.0,3.0,1.0,2.0,7.0,9.0,47.0,24.0,7.0,7.0,15.0,15.0,25.0,22.0,38.0,46.0,36.0,72.0,37.0,50.0,60.0,23.0,75.0,15.0,27.0,9.0,14.0,41.0,22.0,38.0,12.0,15.0,71.0,70.0,66.0,71.0,73.0,72.0
135,25,28.8,84.0,22,69.0,2.0,4.0,4.0,5.0,72.0,74.0,46.0,82.0,59.0,85.0,85.0,81.0,80.0,85.0,67.0,65.0,78.0,84.0,78.0,77.0,71.0,77.0,67.0,77.0,69.0,71.0,78.0,82.0,70.0,84.0,59.0,54.0,14.0,15.0,11.0,14.0,14.0,83.0
136,19,13.5,87.0,15.5,33.0,1.0,2.0,4.0,5.0,69.0,67.0,36.0,75.0,60.0,84.0,65.0,41.0,69.0,78.0,96.0,94.0,90.0,71.0,90.0,71.0,62.0,68.0,44.0,52.0,51.0,46.0,71.0,72.0,42.0,74.0,39.0,38.0,8.0,9.0,8.0,8.0,14.0,79.0
137,22,8.1,85.0,17.5,56.0,1.0,3.0,4.0,5.0,79.0,69.0,44.0,80.0,66.0,85.0,76.0,71.0,79.0,82.0,76.0,64.0,82.0,75.0,77.0,69.0,66.0,76.0,65.0,69.0,50.0,63.0,69.0,79.0,65.0,69.0,59.0,48.0,12.0,12.0,14.0,12.0,10.0,80.0
138,23,4.5,80.0,8,38.0,1.0,3.0,4.0,4.0,77.0,58.0,67.0,77.0,67.0,79.0,74.0,65.0,77.0,79.0,79.0,83.0,83.0,73.0,72.0,63.0,72.0,68.0,53.0,58.0,73.0,74.0,69.0,79.0,56.0,69.0,71.0,69.0,10.0,13.0,11.0,14.0,15.0,78.0
139,25,7.65,77.0,7.5,27.0,2.0,3.0,3.0,5.0,42.0,58.0,69.0,73.0,45.0,69.0,51.0,46.0,66.0,75.0,74.0,85.0,66.0,74.0,71.0,72.0,74.0,79.0,77.0,65.0,87.0,74.0,49.0,68.0,47.0,69.0,72.0,73.0,6.0,11.0,9.0,10.0,7.0,78.0
140,26,11.25,80.0,13,31.0,1.0,4.0,3.0,5.0,78.0,59.0,64.0,76.0,63.0,76.0,65.0,33.0,70.0,71.0,84.0,82.0,78.0,77.0,77.0,73.0,68.0,93.0,72.0,65.0,88.0,74.0,66.0,60.0,45.0,75.0,74.0,77.0,10.0,14.0,7.0,8.0,7.0,79.0
141,22,9.9,84.0,12.5,27.0,2.0,4.0,3.0,4.0,59.0,74.0,71.0,72.0,64.0,79.0,65.0,51.0,70.0,74.0,84.0,87.0,66.0,75.0,73.0,78.0,73.0,78.0,84.0,63.0,63.0,41.0,76.0,69.0,66.0,73.0,42.0,38.0,13.0,6.0,7.0,7.0,12.0,78.0
142,21,8.1,84.0,20,30.0,1.0,3.0,3.0,4.0,71.0,79.0,74.0,74.0,69.0,83.0,56.0,30.0,59.0,76.0,79.0,86.0,72.0,78.0,54.0,81.0,68.0,79.0,86.0,70.0,53.0,45.0,79.0,74.0,70.0,69.0,46.0,37.0,11.0,13.0,14.0,9.0,15.0,81.0
143,24,7.2,81.0,10,23.0,2.0,3.0,3.0,4.0,79.0,52.0,81.0,77.0,43.0,70.0,67.0,37.0,64.0,78.0,67.0,71.0,58.0,76.0,60.0,61.0,81.0,78.0,79.0,43.0,83.0,79.0,65.0,58.0,52.0,71.0,75.0,76.0,6.0,13.0,14.0,7.0,14.0,79.0
144,21,13.5,84.0,12.5,32.0,1.0,3.0,3.0,4.0,59.0,64.0,44.0,76.0,58.0,75.0,70.0,60.0,72.0,77.0,79.0,73.0,83.0,79.0,77.0,77.0,60.0,85.0,71.0,75.0,77.0,78.0,74.0,76.0,56.0,72.0,67.0,69.0,6.0,8.0,8.0,12.0,7.0,78.0
145,24,8.28,82.0,10.5,34.0,1.0,3.0,3.0,4.0,76.0,49.0,65.0,72.0,39.0,72.0,64.0,48.0,65.0,74.0,90.0,88.0,78.0,69.0,71.0,66.0,78.0,91.0,79.0,44.0,74.0,71.0,72.0,68.0,35.0,71.0,76.0,74.0,8.0,7.0,7.0,14.0,14.0,78.0
146,25,3.15,76.0,8,40.0,1.0,5.0,4.0,4.0,68.0,76.0,54.0,72.0,58.0,77.0,69.0,34.0,64.0,76.0,87.0,85.0,80.0,70.0,74.0,73.0,34.0,77.0,61.0,68.0,35.0,33.0,76.0,69.0,70.0,72.0,30.0,28.0,8.0,13.0,13.0,11.0,14.0,76.0
147,24,0.99,73.0,1.1,13.0,1.0,3.0,2.0,4.0,64.0,46.0,36.0,68.0,46.0,73.0,55.0,46.0,56.0,69.0,86.0,79.0,82.0,67.0,83.0,61.0,60.0,69.0,45.0,57.0,64.0,62.0,56.0,52.0,41.0,49.0,64.0,69.0,8.0,7.0,6.0,15.0,13.0,70.0
148,21,4.5,81.0,8,15.0,1.0,3.0,3.0,4.0,63.0,77.0,72.0,68.0,68.0,73.0,43.0,42.0,58.0,68.0,80.0,83.0,73.0,66.0,65.0,78.0,81.0,71.0,83.0,61.0,73.0,16.0,71.0,66.0,81.0,70.0,34.0,30.0,12.0,15.0,12.0,5.0,10.0,75.0
149,20,3.15,88.0,17,33.0,1.0,4.0,3.0,5.0,64.0,79.0,77.0,66.0,73.0,70.0,63.0,48.0,53.0,75.0,83.0,92.0,78.0,78.0,68.0,78.0,81.0,85.0,77.0,71.0,76.0,34.0,78.0,65.0,75.0,72.0,38.0,19.0,14.0,14.0,10.0,9.0,6.0,79.0
150,20,2.25,79.0,1.2,5.0,1.0,2.0,3.0,3.0,68.0,40.0,65.0,69.0,31.0,70.0,63.0,49.0,63.0,68.0,70.0,68.0,68.0,60.0,65.0,63.0,69.0,67.0,58.0,37.0,58.0,64.0,57.0,49.0,41.0,58.0,68.0,64.0,10.0,14.0,13.0,7.0,12.0,69.0
151,22,1.35,78.0,5.5,14.0,2.0,4.0,3.0,3.0,70.0,61.0,62.0,78.0,69.0,73.0,68.0,41.0,74.0,76.0,74.0,74.0,73.0,74.0,74.0,78.0,79.0,72.0,73.0,72.0,68.0,57.0,66.0,71.0,46.0,73.0,62.0,59.0,6.0,11.0,12.0,14.0,10.0,75.0
152,24,0.27,75.0,2.2,5.0,1.0,3.0,3.0,3.0,56.0,44.0,66.0,71.0,46.0,64.0,44.0,43.0,69.0,68.0,66.0,65.0,65.0,70.0,63.0,62.0,69.0,80.0,74.0,51.0,64.0,67.0,50.0,60.0,48.0,67.0,68.0,67.0,14.0,11.0,6.0,15.0,8.0,71.0
153,23,12.6,83.0,12.5,29.0,1.0,3.0,3.0,5.0,57.0,42.0,60.0,78.0,37.0,69.0,55.0,34.0,72.0,74.0,68.0,65.0,79.0,78.0,79.0,60.0,75.0,83.0,73.0,54.0,79.0,78.0,55.0,73.0,56.0,79.0,80.0,78.0,5.0,11.0,11.0,14.0,8.0,79.0
154,23,9.0,77.0,2.9,16.0,1.0,3.0,3.0,5.0,84.0,72.0,52.0,74.0,68.0,77.0,87.0,90.0,69.0,75.0,78.0,79.0,76.0,74.0,73.0,88.0,49.0,77.0,69.0,82.0,75.0,59.0,73.0,72.0,74.0,73.0,69.0,63.0,15.0,16.0,15.0,13.0,11.0,78.0
155,25,7.65,78.0,8.5,32.0,1.0,3.0,4.0,4.0,68.0,76.0,58.0,73.0,68.0,82.0,63.0,46.0,53.0,77.0,91.0,92.0,83.0,74.0,75.0,68.0,69.0,78.0,64.0,67.0,43.0,31.0,76.0,68.0,67.0,66.0,35.0,33.0,10.0,11.0,12.0,11.0,11.0,78.0
156,26,1.35,76.0,8,31.0,1.0,3.0,4.0,3.0,58.0,76.0,63.0,73.0,71.0,79.0,57.0,39.0,58.0,75.0,78.0,83.0,80.0,71.0,72.0,72.0,73.0,75.0,68.0,69.0,66.0,22.0,73.0,69.0,60.0,65.0,25.0,26.0,14.0,15.0,10.0,15.0,10.0,75.0
157,22,39.6,82.0,10.5,36.0,1.0,4.0,3.0,5.0,44.0,75.0,74.0,73.0,65.0,74.0,52.0,38.0,56.0,72.0,77.0,79.0,69.0,71.0,67.0,81.0,76.0,75.0,85.0,62.0,78.0,45.0,72.0,64.0,61.0,72.0,48.0,38.0,9.0,13.0,8.0,13.0,13.0,77.0
